Parti,Nama Calon,Undi,Majoriti,Tahun,Negeri,Kawasan DUN,Kod Parlimen,Keputusan,Jumlah Undi,Bahagian Undi(%),Jumlah Layak Mengundi,Pengundi Melayu(%),Pengundi Cina(%),Pengundi India(%),Pengundi Lain-Lain(%),Pengundi Melayu Islam Bumiputera(%),Pengundi Melayu Bukan Islam Bumiputera(%),Pengundi Sabah Bumiputera(%)
PKR,ROSIDAN MOHAMED,3330,0,2004,NEGERI SEMBILAN,SIKAMAT,128-013,KALAH,10361,32.13975485,14343,55,34,10,1,0,0,0
UMNO,DATUK ZAKARIA NORDIN,7418,4065,2004,NEGERI SEMBILAN,AMPANGAN,128-014,MENANG,10771,68.8701142,15290,56,34,9,1,0,0,0
PKR,MOHAMAD RAFIE AB MELK,3353,0,2004,NEGERI SEMBILAN,AMPANGAN,128-014,KALAH,10771,31.1298858,15290,56,34,9,1,0,0,0
UMNO,MOHAMMAD RAZI KAIL,4672,3064,2004,NEGERI SEMBILAN,JUASSEH,129-015,MENANG,6280,74.39490446,8603,81,12,6,1,0,0,0
PKR,ROSLAN ALIAS,1608,0,2004,NEGERI SEMBILAN,JUASSEH,129-015,KALAH,6280,25.60509554,8603,81,12,6,1,0,0,0
UMNO,IBRAHIM JAHAY,3736,1558,2004,NEGERI SEMBILAN,SERI MENANTI,129-016,MENANG,5914,63.17213392,8047,93,5,0,2,0,0,0
PAS,ABDUL RAHIM YUSUF,2178,0,2004,NEGERI SEMBILAN,SERI MENANTI,129-016,KALAH,5914,36.82786608,8047,93,5,0,2,0,0,0
UMNO,DATUK ISMAIL LASIM,3860,2516,2004,NEGERI SEMBILAN,SENALING,129-017,MENANG,5204,74.17371253,7022,72,24,4,0,0,0,0
PAS,ZAHARUDIN OTHMAN,1344,0,2004,NEGERI SEMBILAN,SENALING,129-017,KALAH,5204,25.82628747,7022,72,24,4,0,0,0,0
UMNO,DATUK NORHAYATI OMAR,4174,1645,2004,NEGERI SEMBILAN,PILAH,129-018,MENANG,6703,62.27062509,10531,64,27,9,0,0,0,0
PKR,ASMAON BASIR,2529,0,2004,NEGERI SEMBILAN,PILAH,129-018,KALAH,6703,37.72937491,10531,64,27,9,0,0,0,0
UMNO,ROSLAN MOHD YUSOF,4354,2359,2004,NEGERI SEMBILAN,JOHOL,129-019,MENANG,6349,68.57772878,8891,69,23,6,2,0,0,0
PAS,KAMARUDDIN MOHD TAHIR,1995,0,2004,NEGERI SEMBILAN,JOHOL,129-019,KALAH,6349,31.42227122,8891,69,23,6,2,0,0,0
UMNO,DATUK MUHAMMAD SHAHLAN SHAID,5605,2673,2004,NEGERI SEMBILAN,LABU,130-020,MENANG,8537,65.65538245,12212,64,15,20,2,0,0,0
PAS,SYUED FUAD SYED AHMAD,2932,0,2004,NEGERI SEMBILAN,LABU,130-020,KALAH,8537,34.34461755,12212,64,15,20,2,0,0,0
GERAKAN,CHAN KHEE VOON,4299,430,2004,NEGERI SEMBILAN,BUKIT KEPAYANG,130-021,MENANG,8168,52.63222331,11913,9,68,22,1,0,0,0
DAP,P GUNASEKARAN,3869,0,2004,NEGERI SEMBILAN,BUKIT KEPAYANG,130-021,KALAH,8168,47.36777669,11913,9,68,22,1,0,0,0
MCA,YIP CHEE KIONG,5354,1756,2004,NEGERI SEMBILAN,RAHANG,130-022,MENANG,8952,59.80786416,13293,22,54,23,1,0,0,0
DAP,MK ARUMUGAM,3598,0,2004,NEGERI SEMBILAN,RAHANG,130-022,KALAH,8952,40.19213584,13293,22,54,23,1,0,0,0
MCA,YU CHOK TOW,5714,1517,2004,NEGERI SEMBILAN,MAMBAU,130-023,MENANG,9911,57.6531127,13476,14,65,21,1,0,0,0
DAP,CHA KEE CHIN,4197,0,2004,NEGERI SEMBILAN,MAMBAU,130-023,KALAH,9911,42.3468873,13476,14,65,21,1,0,0,0
GERAKAN,DATUK WOO AH LEK,7378,4640,2004,NEGERI SEMBILAN,SENAWANG,130-024,MENANG,10116,72.93396599,14258,25,57,18,0,0,0,0
PKR,LA TEK HAI,2738,0,2004,NEGERI SEMBILAN,SENAWANG,130-024,KALAH,10116,27.06603401,14258,25,57,18,0,0,0,0
UMNO,BIBI SHARLIZA MOHD KHALID,7524,4107,2004,NEGERI SEMBILAN,PAROI,131-025,MENANG,10941,68.76885111,14862,65,16,19,1,0,0,0
PAS,DR ROSLI YAAKOP,3417,0,2004,NEGERI SEMBILAN,PAROI,131-025,KALAH,10941,31.23114889,14862,65,16,19,1,0,0,0
UMNO,DATUK MUHAMMAD RAIS ZAINUDDIN,7482,5694,2004,NEGERI SEMBILAN,CHEMBONG,131-026,MENANG,9270,80.71197411,12728,77,11,11,1,0,0,0
PKR,MOKTAR BORHAN,1788,0,2004,NEGERI SEMBILAN,CHEMBONG,131-026,KALAH,9270,19.28802589,12728,77,11,11,1,0,0,0
UMNO,DATUK MOHAMAD HASSAN,8031,6199,2004,NEGERI SEMBILAN,RANTAU,131-027,MENANG,9863,81.42552976,13916,54,23,23,0,0,0,0
PKR,BADRULHISHAM SHAHARIN,1832,0,2004,NEGERI SEMBILAN,RANTAU,131-027,KALAH,9863,18.57447024,13916,54,23,23,0,0,0,0
UMNO,DR AWALUDDIN SAID,6660,4601,2004,NEGERI SEMBILAN,KOTA,131-028,MENANG,8719,76.38490653,12031,86,9,5,1,0,0,0
PAS,ZAINAL JININ,2059,0,2004,NEGERI SEMBILAN,KOTA,131-028,KALAH,8719,23.61509347,12031,86,9,5,1,0,0,0
MCA,FOO MING CHEE,5276,3234,2004,NEGERI SEMBILAN,CHUAH,132-029,MENANG,7318,72.09620115,10402,20,58,22,0,0,0,0
PKR,AB MANAP SAHARDIN,2042,0,2004,NEGERI SEMBILAN,CHUAH,132-029,KALAH,7318,27.90379885,10402,20,58,22,0,0,0,0
MCA,DATUK DR YEOH CHIA THIAM,4471,1504,2004,NEGERI SEMBILAN,LUKUT,132-030,MENANG,7438,60.11024469,10128,16,64,20,0,0,0,0
DAP,WONG HON CHUAN,2967,0,2004,NEGERI SEMBILAN,LUKUT,132-030,KALAH,7438,39.88975531,10128,16,64,20,0,0,0,0
UMNO,MOHD FAIZAL RAMLI,5967,4411,2004,NEGERI SEMBILAN,BAGAN PINANG,132-031,MENANG,7523,79.31676193,11205,58,14,26,2,0,0,0
PAS,HASSAN ALIAS,1556,0,2004,NEGERI SEMBILAN,BAGAN PINANG,132-031,KALAH,7523,20.68323807,11205,58,14,26,2,0,0,0
UMNO,ISMAIL TAIB,7138,5262,2004,NEGERI SEMBILAN,LINGGI,132-032,MENANG,9014,79.18792989,12514,52,26,21,1,0,0,0
PKR,MUSTAFA EMBOK,1876,0,2004,NEGERI SEMBILAN,LINGGI,132-032,KALAH,9014,20.81207011,12514,52,26,21,1,0,0,0
MIC,DATUK T RAJAGOPALU,4954,1893,2004,NEGERI SEMBILAN,PORT DICKSON,132-033,MENANG,8015,61.80910792,12210,33,35,31,1,0,0,0
DAP,JOHN FERNANDEZ,3061,0,2004,NEGERI SEMBILAN,PORT DICKSON,132-033,KALAH,8015,38.19089208,12210,33,35,31,1,0,0,0
UMNO,JAMLUS AZIZ,8610,6842,2004,NEGERI SEMBILAN,GEMAS,133-034,MENANG,10378,82.96396223,14169,80,13,7,1,0,0,0
PAS,MD RAIS BASIRON,1768,0,2004,NEGERI SEMBILAN,GEMAS,133-034,KALAH,10378,17.03603777,14169,80,13,7,1,0,0,0
UMNO,MOHD KAMIL ABD AZIZ,6514,3770,2004,NEGERI SEMBILAN,GEMENCHEH,133-035,MENANG,9258,70.36076906,13057,63,25,12,0,0,0,0
PAS,ZAKARIA KHALIM,2744,0,2004,NEGERI SEMBILAN,GEMENCHEH,133-035,KALAH,9258,29.63923094,13057,63,25,12,0,0,0,0
MCA,DATUK GAN CHIN YAP,6538,2850,2004,NEGERI SEMBILAN,REPAH,133-036,MENANG,10226,63.93506748,14345,36,46,18,1,0,0,0
DAP,DR KOK CHAN WAH,3688,0,2004,NEGERI SEMBILAN,REPAH,133-036,KALAH,10226,36.06493252,14345,36,46,18,1,0,0,0
UMNO,ABDUL RAHMAN PALIT,5364,4028,2004,MELAKA,KUALA LINGGI,134-001,MENANG,6700,80.05970149,8561,69,28,2,1,0,0,0
PAS,JULASAPIYAH KASIM,1336,0,2004,MELAKA,KUALA LINGGI,134-001,KALAH,6700,19.94029851,8561,69,28,2,1,0,0,0
UMNO,DATUK ABDUL KARIM SULAIMAN,4480,3267,2004,MELAKA,TANJONG BIDARA,134-002,MENANG,5693,78.69313192,7096,93,6,1,0,0,0,0
PAS,ABDUL GHANI ABDUL RAHMAN,1213,0,2004,MELAKA,TANJONG BIDARA,134-002,KALAH,5693,21.30686808,7096,93,6,1,0,0,0,0
UMNO,IDERIS KASSIM,5206,4018,2004,MELAKA,AYER LIMAU,134-003,MENANG,6394,81.42008133,8300,89,6,5,0,0,0,0
PKR,ZAINON JAAFAR,1188,0,2004,MELAKA,AYER LIMAU,134-003,KALAH,6394,18.57991867,8300,89,6,5,0,0,0,0
UMNO,ABDUL HAZIZ AMIR YAAKUB,4546,3259,2004,MELAKA,LENDU,134-004,MENANG,5833,77.93588205,7677,72,21,6,1,0,0,0
PAS,DATUK MOHD AMIR YAAKUB,1287,0,2004,MELAKA,LENDU,134-004,KALAH,5833,22.06411795,7677,72,21,6,1,0,0,0
UMNO,DATUK NAWI AHMAD,4552,3571,2004,MELAKA,TABOH NANING,134-005,MENANG,5533,82.27001627,7371,78,15,6,1,0,0,0
PAS,MOHD ALI UJANG,981,0,2004,MELAKA,TABOH NANING,134-005,KALAH,5533,17.72998373,7371,78,15,6,1,0,0,0
UMNO,ABDUL WAHAB ABDUL LATIP,6266,4776,2004,MELAKA,REMBIA,135-006,MENANG,7756,80.78906653,10215,61,25,14,0,0,0,0
PAS,JAAMAT OMAR,1490,0,2004,MELAKA,REMBIA,135-006,KALAH,7756,19.21093347,10215,61,25,14,0,0,0,0
UMNO,ABDUL GHAFAR ATAN,5871,4686,2004,MELAKA,GADEK,135-007,MENANG,7528,77.98884166,10795,53,35,12,0,0,0,0
PAS,DR YAHAYA JA'ALAM,1185,0,2004,MELAKA,GADEK,135-007,KALAH,7528,15.74123273,10795,53,35,12,0,0,0,0
PKR,SIBAPATHAM SIONAVAR,472,0,2004,MELAKA,GADEK,135-007,KALAH,7528,6.269925611,10795,53,35,12,0,0,0,0
MCA,DATUK WIRA POH AH TIAM,5847,4562,2004,MELAKA,MACHAP,135-008,MENANG,7132,81.98261357,9889,38,46,15,1,0,0,0
DAP,LIOU CHEN KUANG,1285,0,2004,MELAKA,MACHAP,135-008,KALAH,7132,18.01738643,9889,38,46,15,1,0,0,0
UMNO,DATUK HAMDIN ABDOLLAH,4496,2660,2004,MELAKA,DURIAN TUNGGAL,135-009,MENANG,6332,71.00442198,8023,68,24,9,0,0,0,0
PAS,MINGHAT MAMUT,1836,0,2004,MELAKA,DURIAN TUNGGAL,135-009,KALAH,6332,28.99557802,8023,68,24,9,0,0,0,0
MIC,DAUK R RAGHAVAN,6901,4455,2004,MELAKA,ASAHAN,135-010,MENANG,9347,73.83117578,12666,58,29,12,1,0,0,0
PKR,AZMI KAMIR,2446,0,2004,MELAKA,ASAHAN,135-010,KALAH,9347,26.16882422,12666,58,29,12,1,0,0,0
UMNO,DATUK YAAKUB MOHD AMIN,8543,6452,2004,MELAKA,SUNGAI UDANG,136-011,MENANG,10634,80.33665601,13268,83,7,2,7,0,0,0
PKR,JAMILLUDIN ABDUL WAHID,2091,0,2004,MELAKA,SUNGAI UDANG,136-011,KALAH,10634,19.66334399,13268,83,7,2,7,0,0,0
UMNO,ABDUL RAHAMAN KASSIM,6466,4152,2004,MELAKA,PANTAI KUNDOR,136-012,MENANG,8780,73.64464692,11292,78,20,1,0,0,0,0
PAS,MOHAMAD BUROK,2314,0,2004,MELAKA,PANTAI KUNDOR,136-012,KALAH,8780,26.35535308,11292,78,20,1,0,0,0,0
UMNO,TAHIR HASSAN,8539,6474,2004,MELAKA,PAYA RUMPUT,136-013,MENANG,10604,80.52621652,13335,56,34,9,1,0,0,0
PAS,MOHD SHAFEE SAID,2065,0,2004,MELAKA,PAYA RUMPUT,136-013,KALAH,10604,19.47378348,13335,56,34,9,1,0,0,0
MCA,SEET HER CHEOW,7688,4177,2004,MELAKA,KELEBANG,136-014,MENANG,11199,68.64898652,15396,54,42,3,0,0,0,0
DAP,KOH SZE CHOON,3511,0,2004,MELAKA,KELEBANG,136-014,KALAH,11199,31.35101348,15396,54,42,3,0,0,0,0
GERAKAN,DATUK CHUA PENG SONG,9901,4004,2004,MELAKA,BACHANG,137-015,MENANG,15798,62.67249019,20702,48,46,5,1,0,0,0
DAP,GOH LEONG CHONG,5897,0,2004,MELAKA,BACHANG,137-015,KALAH,15798,37.32750981,20702,48,46,5,1,0,0,0
MCA,DATUK SEAH KWI TONG,9549,2987,2004,MELAKA,AYER KEROH,137-016,MENANG,16111,59.27006393,20779,34,57,9,1,0,0,0
DAP,SIM TONG HIM,6562,0,2004,MELAKA,AYER KEROH,137-016,KALAH,16111,40.72993607,20779,34,57,9,1,0,0,0
UMNO,DATUK SERI MOHD ALI RUSTAM,8258,5992,2004,MELAKA,BUKIT BARU,137-017,MENANG,10524,78.46826302,13509,55,40,5,1,0,0,0
PAS,BAKRIN SIDEK,2266,0,2004,MELAKA,BUKIT BARU,137-017,KALAH,10524,21.53173698,13509,55,40,5,1,0,0,0
UMNO,MOHD YUNUS HUSIN,6527,3857,2004,MELAKA,AYER MOLEK,137-018,MENANG,9197,70.96879417,11044,84,11,5,0,0,0,0
PAS,MOHD YASIN ABDUL GHANI,2670,0,2004,MELAKA,AYER MOLEK,137-018,KALAH,9197,29.03120583,11044,84,11,5,0,0,0,0
MCA,KOH NAI KWANG,6846,1701,2004,MELAKA,KESIDANG,138-019,MENANG,11991,57.09281961,15502,29,67,3,0,0,0,0
DAP,LIM JAK WONG,5145,0,2004,MELAKA,KESIDANG,138-019,KALAH,11991,42.90718039,15502,29,67,3,0,0,0,0
DAP,BETTY CHEW GEK CHENG,8944,3642,2004,MELAKA,KOTA LAKSAMANA,138-020,MENANG,14246,62.78253545,18957,11,85,4,0,0,0,0
MCA,LIM ENG TECK,5302,0,2004,MELAKA,KOTA LAKSAMANA,138-020,KALAH,14246,37.21746455,18957,11,85,4,0,0,0,0
MCA,GAN TIAN LOO,7211,3282,2004,MELAKA,DUYONG,138-021,MENANG,11140,64.73070018,14824,45,50,4,0,0,0,0
DAP,AW BOON HUAN,3929,0,2004,MELAKA,DUYONG,138-021,KALAH,11140,35.26929982,14824,45,50,4,0,0,0,0
DAP,GOH LEONG SAN,7273,356,2004,MELAKA,BANDAR HILIR,138-022,MENANG,14190,51.25440451,19392,13,77,6,5,0,0,0
MCA,CHOCK CHOON SIN,6917,0,2004,MELAKA,BANDAR HILIR,138-022,KALAH,14190,48.74559549,19392,13,77,6,5,0,0,0
UMNO,DATUK WIRA AMIND NORDIN,7930,4566,2004,MELAKA,TELOK MAS,138-023,MENANG,11294,70.21427307,14106,69,28,2,1,0,0,0
PAS,DR ABDUL HALI RAMLI,3364,0,2004,MELAKA,TELOK MAS,138-023,KALAH,11294,29.78572693,14106,69,28,2,1,0,0,0
MCA,DATUK CHNG TAM ON,6245,4438,2004,MELAKA,BEMBAN,139-024,MENANG,9322,66.99206179,12556,58,28,14,0,0,0,0
PKR,ABDUL WAHAB IBRAHIM,1807,0,2004,MELAKA,BEMBAN,139-024,KALAH,9322,19.38425231,12556,58,28,14,0,0,0,0
DAP,YAP KOK GUAN,1270,0,2004,MELAKA,BEMBAN,139-024,KALAH,9322,13.6236859,12556,58,28,14,0,0,0,0
UMNO,DATUK RAMLAH ABAS,5405,3950,2004,MELAKA,RIM,139-025,MENANG,6860,78.79008746,9285,56,28,16,1,0,0,0
PAS,MOHD ARIS OMAR,1455,0,2004,MELAKA,RIM,139-025,KALAH,6860,21.20991254,9285,56,28,16,1,0,0,0
UMNO,DATUK AHMAD HAMZAH,7344,4347,2004,MELAKA,SERKAM,139-026,MENANG,10341,71.01827676,12600,87,9,4,0,0,0,0
PAS,KAMARUDIN SEDIK,2997,0,2004,MELAKA,SERKAM,139-026,KALAH,10341,28.98172324,12600,87,9,4,0,0,0,0
UMNO,MOHAMAD HIDHIR ABU HASSAN,6332,5087,2004,MELAKA,MERLIMAU,139-027,MENANG,7577,83.56869473,10026,61,23,16,0,0,0,0
PKR,JAYATHAS SIRKUNAVELU,1245,0,2004,MELAKA,MERLIMAU,139-027,KALAH,7577,16.43130527,10026,61,23,16,0,0,0,0
UMNO,DATUK ABU PIT,5046,3068,2004,MELAKA,SUNGAI RAMBAI,139-028,MENANG,7024,71.83940774,8751,79,18,3,0,0,0,0
PAS,AZUTDIN HASAN,1978,0,2004,MELAKA,SUNGAI RAMBAI,139-028,KALAH,7024,28.16059226,8751,79,18,3,0,0,0,0
UMNO,OTHMAN JAIS,9072,7532,2004,JOHOR,BULOH KASAP,140-001,MENANG,10612,85.48812665,15440,53,33,14,0,0,0,0
PAS,MOHD ROZALI JAMIL AL-HAFIZ,1540,0,2004,JOHOR,BULOH KASAP,140-001,KALAH,10612,14.51187335,15440,53,33,14,0,0,0,0
MCA,DR LEE HONG TEE,11174,4725,2004,JOHOR,JEMETAH,140-002,MENANG,17623,63.40577654,25543,34,56,10,0,0,0,0
DAP,PANG HOK LIONG,6449,0,2004,JOHOR,JEMETAH,140-002,KALAH,17623,36.59422346,25543,34,56,10,0,0,0,0
GERAKAN,LAU CHIN HOON,11039,8354,2004,JOHOR,PEMANIS,141-003,MENANG,13724,80.43573302,19015,53,41,6,0,0,0,0
PAS,OTHMAN SELAMAT,2685,0,2004,JOHOR,PEMANIS,141-003,KALAH,13724,19.56426698,19015,53,41,6,0,0,0,0
UMNO,AYUB RAHMAT,8909,7047,2004,JOHOR,KEMELAH,141-004,MENANG,10771,82.71284003,14579,55,39,6,0,0,0,0
PAS,SULEIMAN SHUIB,1862,0,2004,JOHOR,KEMELAH,141-004,KALAH,10771,17.28715997,14579,55,39,6,0,0,0,0
UMNO,SULAIMAN TAHA,7655,5517,2004,JOHOR,TENANG,142-005,MENANG,9793,78.16807924,14146,49,38,12,1,0,0,0
PAS,MOHD SAIM SIRAN,2138,0,2004,JOHOR,TENANG,142-005,KALAH,9793,21.83192076,14146,49,38,12,1,0,0,0
MCA,TAN KOK HONG @ TAN YI,9521,6471,2004,JOHOR,BEKOK,142-006,MENANG,12571,75.73780924,18372,24,57,18,1,0,0,0
DAP,AHMAD TON,3050,0,2004,JOHOR,BEKOK,142-006,KALAH,12571,24.26219076,18372,24,57,18,1,0,0,0
UMNO,TAHIR MOHD TAAT,11482,9064,2004,JOHOR,BUKIT SERAMPANG,143-007,MENANG,13900,82.60431655,19216,66,30,3,1,0,0,0
PAS,DATUK DR MAHFODZ MOHAMED,2418,0,2004,JOHOR,BUKIT SERAMPANG,143-007,KALAH,13900,17.39568345,19216,66,30,3,1,0,0,0
UMNO,SAMAT ARIPIN,11973,9493,2004,JOHOR,JORAK,143-008,MENANG,14881,80.45830253,20956,59,36,6,0,0,0,0
PAS,MANAP JUMAN,2480,0,2004,JOHOR,JORAK,143-008,KALAH,14881,16.66554667,20956,59,36,6,0,0,0,0
IND,SUMAIDI AHMAD,428,0,2004,JOHOR,JORAK,143-008,KALAH,14881,2.876150796,20956,59,36,6,0,0,0,0
MIC,M ASOJAN MUNIYANDY,9690,6109,2004,JOHOR,GAMBIR,144-009,MENANG,13271,73.01635144,18496,55,41,4,0,0,0,0
PAS,ARIPIN DAHALAN,3581,0,2004,JOHOR,GAMBIR,144-009,KALAH,13271,26.98364856,18496,55,41,4,0,0,0,0
MCA,DATUK YAP CHIK DONG,8817,4927,2004,JOHOR,TANGKAK,144-010,MENANG,12707,69.38695207,18374,36,54,9,1,0,0,0
PKR,YAU HO YONG,3890,0,2004,JOHOR,TANGKAK,144-010,KALAH,12707,30.61304793,18374,36,54,9,1,0,0,0
UMNO,DATUK ABDUL GHANI OTHMAN,11276,8081,2004,JOHOR,SEROM,144-011,MENANG,14471,77.92135996,20305,65,34,1,0,0,0,0
PAS,ABU BAKAR TAMBI,3195,0,2004,JOHOR,SEROM,144-011,KALAH,14471,22.07864004,20305,65,34,1,0,0,0,0
MCA,LAU YEE WEE,7657,428,2004,JOHOR,BENTAYAN,145-012,MENANG,14886,51.43759237,21624,23,74,2,0,0,0,0
DAP,TAN CHEN CHOON,7229,0,2004,JOHOR,BENTAYAN,145-012,KALAH,14886,48.56240763,21624,23,74,2,0,0,0,0
UMNO,DATUK DR HARIS SALLEH,10208,6057,2004,JOHOR,SUNGAI ABONG,145-013,MENANG,14359,71.09130162,20104,54,42,3,0,0,0,0
PAS,DR SHEIKH IBRAHIM SHEIKH SALLEH,4151,0,2004,JOHOR,SUNGAI ABONG,145-013,KALAH,14359,28.90869838,20104,54,42,3,0,0,0,0
UMNO,ABDULLAH @ MD KHLIL ALI,8391,6334,2004,JOHOR,BUKIT NANING,145-014,MENANG,10448,80.31202144,13710,61,38,1,0,0,0,0
PKR,KUSNI SIMOH,2057,0,2004,JOHOR,BUKIT NANING,145-014,KALAH,10448,19.68797856,13710,61,38,1,0,0,0,0
UMNO,MOHD ISMAIL MOHD SHAH,11206,6612,2004,JOHOR,MAHARANI,146-015,MENANG,15800,70.92405063,23466,55,42,3,0,0,0,0
PAS,DR MOHAMAD TASLIM,4594,0,2004,JOHOR,MAHARANI,146-015,KALAH,15800,29.07594937,23466,55,42,3,0,0,0,0
UMNO,DR ROBIA KOSAI,9701,6205,2004,JOHOR,SUNGAI BALANG,146-016,MENANG,13197,73.50913086,18664,72,28,0,0,0,0,0
PAS,MALIK MOHAMED DIAH,3496,0,2004,JOHOR,SUNGAI BALANG,146-016,KALAH,13197,26.49086914,18664,72,28,0,0,0,0,0
UMNO,DATUK ARISS SAMSUDIN,15715,10669,2004,JOHOR,SEMERAH,147-017,MENANG,20761,75.69481239,29088,60,39,1,0,0,0,0
PAS,MAZLAN ALIMAN,5046,0,2004,JOHOR,SEMERAH,147-017,KALAH,20761,24.30518761,29088,60,39,1,0,0,0,0
UMNO,AHMAD ZAHRI JAMIL,12055,7797,2004,JOHOR,SRI MEDAN,147-018,MENANG,16313,73.89811807,21046,89,11,0,0,0,0,0
PAS,MUHAMMAD SABRI OMAR,4258,0,2004,JOHOR,SRI MEDAN,147-018,KALAH,16313,26.10188193,21046,89,11,0,0,0,0,0
MCA,LIM KEE MOI,8112,3847,2004,JOHOR,YONG PENG,148-019,MENANG,12377,65.54092268,17094,29,64,7,0,0,0,0
DAP,CHEW PECK CHOO,4265,0,2004,JOHOR,YONG PENG,148-019,KALAH,12377,34.45907732,17094,29,64,7,0,0,0,0
UMNO,SAMSOLBARI JAMALI,9937,7826,2004,JOHOR,SEMARANG,148-020,MENANG,12048,82.47841965,15710,84,14,1,0,0,0,0
PAS,HUSIN SUJAK,2111,0,2004,JOHOR,SEMARANG,148-020,KALAH,12048,17.52158035,15710,84,14,1,0,0,0,0
MCA,NG SEE TIONG,10535,7276,2004,JOHOR,PARIT YAANI,149-021,MENANG,13794,76.3737857,18580,59,40,1,0,0,0,0
PKR,MUHAMAD YUSOF MASRAN,3259,0,2004,JOHOR,PARIT YAANI,149-021,KALAH,13794,23.6262143,18580,59,40,1,0,0,0,0
UMNO,AZIZ KAPRAWI,10410,7656,2004,JOHOR,PARIT RAJA,149-022,MENANG,13164,79.0793072,17227,74,24,2,0,0,0,0
PAS,DR SANUSI DAING MARIOK,2754,0,2004,JOHOR,PARIT RAJA,149-022,KALAH,13164,20.9206928,17227,74,24,2,0,0,0,0
MCA,KOH CHEE CHAI,16845,10598,2004,JOHOR,PENGGARAM,150-023,MENANG,23092,72.94734107,32938,37,59,3,0,0,0,0
DAP,GAN PECK CHENGQ,6247,0,2004,JOHOR,PENGGARAM,150-023,KALAH,23092,27.05265893,32938,37,59,3,0,0,0,0
PAS,DR MOHD RAMLI MD KARI,0,0,2004,JOHOR,SENGGARANG,150-024,MENANG,0,0.0,19820,59,40,1,0,0,0,0
UMNO,AYUB JAMIL,7587,4583,2004,JOHOR,RENGIT,150-025,MENANG,10591,71.63629497,15657,79,20,1,1,0,0,0
PAS,HASANUDDINMOHD YUNUS,3004,0,2004,JOHOR,RENGIT,150-025,KALAH,10591,28.36370503,15657,79,20,1,1,0,0,0
UMNO,DATUK ABD HAMID ABD RAHMAN,10088,7555,2004,JOHOR,MACHAP,151-026,MENANG,12621,79.93027494,17360,62,34,4,0,0,0,0
PAS,ABDULLAH HUSIN,2533,0,2004,JOHOR,MACHAP,151-026,KALAH,12621,20.06972506,17360,62,34,4,0,0,0,0
UMNO,ONN MOHD YASSIN,9467,7583,2004,JOHOR,LAYANG-LAYANG,151-027,MENANG,11351,83.40234341,16880,46,36,17,0,0,0,0
PKR,RAMA LOOK KANNAIAH,1884,0,2004,JOHOR,LAYANG-LAYANG,151-027,KALAH,11351,16.59765659,16880,46,36,17,0,0,0,0
MCA,GAN PING SHOU,17186,9095,2004,JOHOR,MENGKIBOL,152-028,MENANG,25277,67.99066345,34714,23,64,13,0,0,0,0
DAP,NG LAM HUA,8091,0,2004,JOHOR,MENGKIBOL,152-028,KALAH,25277,32.00933655,34714,23,64,13,0,0,0,0
UMNO,DATUK GAPAR GORROHU,19045,14938,2004,JOHOR,MAHKOTA,152-029,MENANG,23152,82.26071182,32761,50,43,6,1,0,0,0
PAS,KHAROL FAIZI AHMAD KAMIL,4107,0,2004,JOHOR,MAHKOTA,152-029,KALAH,23152,17.73928818,32761,50,43,6,1,0,0,0
MCA,CHOONG AH ONN @ CHONG AH OWON,7967,5178,2004,JOHOR,PALOH,153-030,MENANG,10756,74.07028635,15871,33,49,17,1,0,0,0
DAP,NG LAM SWA,2789,0,2004,JOHOR,PALOH,153-030,KALAH,10756,25.92971365,15871,33,49,17,1,0,0,0
MIC,RAMIS SUBRAMANIAM,9397,7373,2004,JOHOR,KAHANG,153-031,MENANG,11421,82.27825935,14896,67,29,3,1,0,0,0
PAS,MOHAMAD ESA JAAFAR,2024,0,2004,JOHOR,KAHANG,153-031,KALAH,11421,17.72174065,14896,67,29,3,1,0,0,0
UMNO,ZAINAL ABIDIN OSMAN,8341,5290,2004,JOHOR,ENDAU,154-032,MENANG,11392,73.21804775,16842,76,21,1,2,0,0,0
PAS,SHAHAR ABDULLAH,3051,0,2004,JOHOR,ENDAU,154-032,KALAH,11392,26.78195225,16842,76,21,1,2,0,0,0
MIC,KRISHNASAMY SHIMAN,10412,8287,2004,JOHOR,TENGGAROH,154-033,MENANG,12537,83.05017149,17048,75,22,3,0,0,0,0
PAS,SHEIKH ABDULLAH SAID SALLEH,2125,0,2004,JOHOR,TENGGAROH,154-033,KALAH,12537,16.94982851,17048,75,22,3,0,0,0,0
UMNO,DATUK BADERI DASUKI,9395,8150,2004,JOHOR,PANTI,155-034,MENANG,10640,88.29887218,13683,85,9,5,1,0,0,0
PAS,ABDUL RASHID ABU BAKAR,1245,0,2004,JOHOR,PANTI,155-034,KALAH,10640,11.70112782,13683,85,9,5,1,0,0,0
UMNO,DATUK HALIMAH MOHAMED SADIQUE,10402,8965,2004,JOHOR,PASIR RAJA,155-035,MENANG,11839,87.86215052,16136,64,26,9,1,0,0,0
PAS,SANIP ITHNIN,1437,0,2004,JOHOR,PASIR RAJA,155-035,KALAH,11839,12.13784948,16136,64,26,9,1,0,0,0
UMNO,DR ABDUL RASHID MOKHTI,12876,12144,2004,JOHOR,SEDILI,156-036,MENANG,13608,94.62081129,18070,95,4,1,0,0,0,0
PAS,MUSA WAGIMAN,732,0,2004,JOHOR,SEDILI,156-036,KALAH,13608,5.379188713,18070,95,4,1,0,0,0,0
